series_id,series_title,area_code,area_name,item_code,item_name,seasonal,periodicity_code,base_period,base_code
"CUUR0000SEAC01   ","Women's outerwear in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEAC01,"Women's outerwear",U,R,1982-84=100,S
"CUUR0000SEAC02   ","Women's dresses in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEAC02,"Women's dresses",U,R,1982-84=100,S
"CUUR0000SEAC03   ","Women's suits and separates in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEAC03,"Women's suits and separates",U,R,"DECEMBER 1997=100",S
"CUUR0000SEAC04   ","Women's underwear, nightwear, swimwear, and accessories in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEAC04,"Women's underwear, nightwear, swimwear and accessories",U,R,"DECEMBER 1997=100",S
"CUUR0000SEAD     ","Girls' apparel in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEAD,"Girls' apparel",U,R,1982-84=100,S
"CUUR0000SEAE     ","Footwear in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEAE,Footwear,U,R,1982-84=100,S
"CUUR0000SEAE01   ","Men's footwear in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEAE01,"Men's footwear",U,R,1982-84=100,S
"CUUR0000SEAE02   ","Boys' and girls' footwear in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEAE02,"Boys' and girls' footwear",U,R,1982-84=100,S
"CUUR0000SEAE03   ","Women's footwear in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEAE03,"Women's footwear",U,R,1982-84=100,S
"CUUR0000SEAF     ","Infants' and toddlers' apparel in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEAF,"Infants' and toddlers' apparel",U,R,1982-84=100,S
"CUUR0000SEAG     ","Jewelry and watches in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEAG,"Jewelry and watches",U,R,"DECEMBER 1986=100",S
"CUUR0000SEAG01   ","Watches in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEAG01,Watches,U,R,"DECEMBER 1986=100",S
"CUUR0000SEAG02   ","Jewelry in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEAG02,Jewelry,U,R,"DECEMBER 1986=100",S
"CUUR0000SEEA     ","Educational books and supplies in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEEA,"Educational books and supplies",U,R,1982-84=100,S
"CUUR0000SEEB     ","Tuition, other school fees, and childcare in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEEB,"Tuition, other school fees, and childcare",U,R,1982-84=100,S
"CUUR0000SEEB01   ","College tuition and fees in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEEB01,"College tuition and fees",U,R,1982-84=100,S
"CUUR0000SEEB02   ","Elementary and high school tuition and fees in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEEB02,"Elementary and high school tuition and fees",U,R,1982-84=100,S
"CUUR0000SEEB03   ","Day care and preschool in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEEB03,"Day care and preschool",U,R,"DECEMBER 1990=100",S
"CUUR0000SEEB04   ","Technical and business school tuition and fees in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEEB04,"Technical and business school tuition and fees",U,R,"DECEMBER 1997=100",S
"CUUR0000SEEC     ","Postage and delivery services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEEC,"Postage and delivery services",U,R,"DECEMBER 1997=100",S
"CUUR0000SEEC01   ","Postage in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEEC01,Postage,U,R,1982-84=100,S
"CUUR0000SEEC02   ","Delivery services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEEC02,"Delivery services",U,R,"DECEMBER 1997=100",S
"CUUR0000SEED     ","Telephone services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEED,"Telephone services",U,R,"DECEMBER 1997=100",S
"CUUR0000SEED03   ","Wireless telephone services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEED03,"Wireless telephone services",U,R,"DECEMBER 1997=100",S
"CUUR0000SEED04   ","Residential telephone services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEED04,"Residential telephone services",U,R,"DECEMBER 2009=100",S
"CUUR0000SEEE     ","Information technology, hardware and services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEEE,"Information technology, hardware and services",U,R,"DECEMBER 1988=100",S
"CUUR0000SEEE01   ","Computers, peripherals, and smart home assistants in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEEE01,"Computers, peripherals, and smart home assistants",U,R,"DECEMBER 2007=100",S
"CUUR0000SEEE02   ","Computer software and accessories in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEEE02,"Computer software and accessories",U,R,"DECEMBER 1997=100",S
"CUUR0000SEEE03   ","Internet services and electronic information providers in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEEE03,"Internet services and electronic information providers",U,R,"DECEMBER 1997=100",S
"CUUR0000SEEE04   ","Telephone hardware, calculators, and other consumer information items in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEEE04,"Telephone hardware, calculators, and other consumer information items",U,R,"DECEMBER 1997=100",S
"CUUR0000SEEEC    ","Information technology commodities in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEEEC,"Information technology commodities",U,R,"DECEMBER 2009=100",S
"CUUR0000SEFA     ","Cereals and cereal products in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFA,"Cereals and cereal products",U,R,1982-84=100,S
"CUUR0000SEFA01   ","Flour and prepared flour mixes in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFA01,"Flour and prepared flour mixes",U,R,1982-84=100,S
"CUUR0000SEFA02   ","Breakfast cereal in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFA02,"Breakfast cereal",U,R,1982-84=100,S
"CUUR0000SEFA03   ","Rice, pasta, cornmeal in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFA03,"Rice, pasta, cornmeal",U,R,1982-84=100,S
"CUUR0000SEFB     ","Bakery products in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFB,"Bakery products",U,R,1982-84=100,S
"CUUR0000SEFB01   ","Bread in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFB01,Bread,U,R,"DECEMBER 1997=100",S
"CUUR0000SEFB02   ","Fresh biscuits, rolls, muffins in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFB02,"Fresh biscuits, rolls, muffins",U,R,"DECEMBER 1997=100",S
"CUUR0000SEFB03   ","Cakes, cupcakes, and cookies in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFB03,"Cakes, cupcakes, and cookies",U,R,1982-84=100,S
"CUUR0000SEFB04   ","Other bakery products in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFB04,"Other bakery products",U,R,1982-84=100,S
"CUUR0000SEFC     ","Beef and veal in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFC,"Beef and veal",U,R,1982-84=100,S
"CUUR0000SEFC01   ","Uncooked ground beef in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFC01,"Uncooked ground beef",U,R,1982-84=100,S
"CUUR0000SEFC02   ","Uncooked beef roasts in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFC02,"Uncooked beef roasts",U,R,"DECEMBER 1997=100",S
"CUUR0000SEFC03   ","Uncooked beef steaks in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFC03,"Uncooked beef steaks",U,R,"DECEMBER 1997=100",S
"CUUR0000SEFC04   ","Uncooked other beef and veal in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFC04,"Uncooked other beef and veal",U,R,"DECEMBER 1997=100",S
"CUUR0000SEFD     ","Pork in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFD,Pork,U,R,1982-84=100,S
"CUUR0000SEFD01   ","Bacon, breakfast sausage, and related products in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFD01,"Bacon, breakfast sausage, and related products",U,R,"DECEMBER 1997=100",S
"CUUR0000SEFD02   ","Ham in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFD02,Ham,U,R,1982-84=100,S
"CUUR0000SEFD03   ","Pork chops in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFD03,"Pork chops",U,R,1982-84=100,S
"CUUR0000SEFD04   ","Other pork including roasts, steaks, and ribs in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFD04,"Other pork including roasts, steaks, and ribs",U,R,"DECEMBER 1997=100",S
"CUUR0000SEFE     ","Other meats in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFE,"Other meats",U,R,1982-84=100,S
"CUUR0000SEFF     ","Poultry in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFF,Poultry,U,R,1982-84=100,S
"CUUR0000SEFF01   ","Chicken in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFF01,Chicken,U,R,"DECEMBER 1997=100",S
"CUUR0000SEFF02   ","Other uncooked poultry including turkey in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFF02,"Other uncooked poultry including turkey",U,R,"DECEMBER 1997=100",S
"CUUR0000SEFG     ","Fish and seafood in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFG,"Fish and seafood",U,R,1982-84=100,S
"CUUR0000SEFG01   ","Fresh fish and seafood in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFG01,"Fresh fish and seafood",U,R,"DECEMBER 1997=100",S
"CUUR0000SEFG02   ","Processed fish and seafood in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFG02,"Processed fish and seafood",U,R,"DECEMBER 1997=100",S
"CUUR0000SEFH     ","Eggs in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFH,Eggs,U,R,1982-84=100,S
"CUUR0000SEFJ     ","Dairy and related products in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFJ,"Dairy and related products",U,R,1982-84=100,S
"CUUR0000SEFJ01   ","Milk in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFJ01,Milk,U,R,"DECEMBER 1997=100",S
"CUUR0000SEFJ02   ","Cheese and related products in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFJ02,"Cheese and related products",U,R,1982-84=100,S
"CUUR0000SEFJ03   ","Ice cream and related products in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFJ03,"Ice cream and related products",U,R,1982-84=100,S
"CUUR0000SEFJ04   ","Other dairy and related products in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFJ04,"Other dairy and related products",U,R,"DECEMBER 1997=100",S
"CUUR0000SEFK     ","Fresh fruits in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFK,"Fresh fruits",U,R,1982-84=100,S
"CUUR0000SEFK01   ","Apples in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFK01,Apples,U,R,1982-84=100,S
"CUUR0000SEFK02   ","Bananas in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFK02,Bananas,U,R,1982-84=100,S
"CUUR0000SEFK03   ","Citrus fruits in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFK03,"Citrus fruits",U,R,"DECEMBER 1997=100",S
"CUUR0000SEFK04   ","Other fresh fruits in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFK04,"Other fresh fruits",U,R,"DECEMBER 1997=100",S
"CUUR0000SEFL     ","Fresh vegetables in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFL,"Fresh vegetables",U,R,1982-84=100,S
"CUUR0000SEFL01   ","Potatoes in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFL01,Potatoes,U,R,1982-84=100,S
"CUUR0000SEFL02   ","Lettuce in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFL02,Lettuce,U,R,1982-84=100,S
"CUUR0000SEFL03   ","Tomatoes in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFL03,Tomatoes,U,R,1982-84=100,S
"CUUR0000SEFL04   ","Other fresh vegetables in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFL04,"Other fresh vegetables",U,R,1982-84=100,S
"CUUR0000SEFM     ","Processed fruits and vegetables in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFM,"Processed fruits and vegetables",U,R,"DECEMBER 1997=100",S
"CUUR0000SEFM01   ","Canned fruits and vegetables in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFM01,"Canned fruits and vegetables",U,R,"DECEMBER 1997=100",S
"CUUR0000SEFM02   ","Frozen fruits and vegetables in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFM02,"Frozen fruits and vegetables",U,R,"DECEMBER 1997=100",S
"CUUR0000SEFM03   ","Other processed fruits and vegetables including dried in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFM03,"Other processed fruits and vegetables including dried",U,R,"DECEMBER 1997=100",S
